"識別碼","店家名稱","城市","行政區","地址","電話","營業時間","核對狀態","來源網址","來源更新時間","擷取時間","網頁核對時間"
"Restaurant_395000000A_001055","西井村蜂蜜滷味 安平店","臺南市","安平區","臺南市安平區安平路418號","(06)2289619","週一~週五12:00–19:10 週六~週日10:00–21:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1055/","交通部觀光署: 2022-12-05T15:37:53+08:00 | 臺南旅遊網: 2022-12-05T15:37:53.387","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:25:07+00:00","2026-09-12T21:25:07+00:00"
"Restaurant_395000000A_001056","廣興肉脯店","臺南市","中西區","臺南市中西區府前路一段90巷62號","(06)2227447","週一~週日08:00~20:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1056/","交通部觀光署: 2022-12-05T15:32:19+08:00 | 臺南旅遊網: 2022-12-05T15:32:19.193","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:25:08+00:00","2026-09-12T21:25:08+00:00"
"Restaurant_395000000A_001057","台南度小月擔仔麵原始店本舖","臺南市","中西區","臺南市中西區中正路16號","(06)2231744","週一~週日11:00–21:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1057/","交通部觀光署: 2022-12-05T15:46:59+08:00 | 臺南旅遊網: 2022-12-05T15:46:59.953","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:25:09+00:00","2026-09-12T21:25:09+00:00"
"Restaurant_395000000A_001058","楊哥楊嫂肉粽店","臺南市","中西區","臺南市中西區慶中街41號","(06)2141742","週一~週五07:00–19:30週六~週日07:00–19:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1058/","交通部觀光署: 2026-02-24T10:59:51+08:00 | 臺南旅遊網: 2026-02-24T10:59:51.67","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:25:10+00:00","2026-09-12T21:25:10+00:00"
"Restaurant_395000000A_001059","小西腳碗粿","臺南市","南區","臺南市南區夏林路1-29號","(06)2245000","週一~週日10:30–19:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1059/","交通部觀光署: 2022-12-05T15:31:31+08:00 | 臺南旅遊網: 2022-12-05T15:31:31.103","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:25:11+00:00","2026-09-12T21:25:11+00:00"
"Restaurant_395000000A_001060","阿輝炒鱔魚","臺南市","北區","臺南市北區公園路864號","(06)2824606","週一~週日15:00~00:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1060/","交通部觀光署: 2022-12-05T15:37:50+08:00 | 臺南旅遊網: 2022-12-05T15:37:50.983","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:25:12+00:00","2026-09-12T21:25:12+00:00"
"Restaurant_395000000A_001061","再發號肉粽","臺南市","中西區","臺南市中西區民權路二段71號","(06)2223577","週一~週日10:00~20:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1061/","交通部觀光署: 2022-12-05T15:31:28+08:00 | 臺南旅遊網: 2022-12-05T15:31:28.57","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:25:13+00:00","2026-09-12T21:25:13+00:00"
"Restaurant_395000000A_001063","明新食品-安南店","臺南市","安南區","臺南市安南區海佃路一段52號","(06)2803775","週一~週日09:30–21:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1063/","交通部觀光署: 2026-01-12T10:40:48+08:00 | 臺南旅遊網: 2026-01-12T10:40:48.077","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:48+00:00","2026-09-12T21:46:48+00:00"
"Restaurant_395000000A_001064","大鋤花間","臺南市","東山區","臺南市東山區高原里109-17號","(06)6864350","週一~週五10:00~18:00週六、日10:00~21:00，週二休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1064/","交通部觀光署: 2022-12-05T15:30:58+08:00 | 臺南旅遊網: 2022-12-05T15:30:58.233","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:49+00:00","2026-09-12T21:46:49+00:00"
"Restaurant_395000000A_001065","善化糖廠門市部","臺南市","善化區","臺南市善化區溪美里262號","(06)5810218","週一~週日09:00–17:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1065/","交通部觀光署: 2022-11-30T12:00:03+08:00 | 臺南旅遊網: 2022-11-30T12:00:03.633","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:50+00:00","2026-09-12T21:46:50+00:00"
"Restaurant_395000000A_001068","阿三意麵","臺南市","鹽水區","臺南市鹽水區康樂路56號","(06)6526750","週一~週五07:00–17:30 週六~週日07:00–18:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1068/","交通部觀光署: 2022-12-05T15:31:10+08:00 | 臺南旅遊網: 2022-12-05T15:31:10.7","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:51+00:00","2026-09-12T21:46:51+00:00"
"Restaurant_395000000A_001069","泰香餅舖水果餅","臺南市","新化區","臺南市新化區中正路431號","(06)5906688","週一~週日07:30~20:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1069/","交通部觀光署: 2022-12-05T15:33:09+08:00 | 臺南旅遊網: 2022-12-05T15:33:09","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:52+00:00","2026-09-12T21:46:52+00:00"
"Restaurant_395000000A_001071","榮義蜜餞行","臺南市","中西區","臺南市中西區海安路2段29號","(06)2269911","週一~週日10:00-22:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1071/","交通部觀光署: 2022-12-05T15:31:07+08:00 | 臺南旅遊網: 2022-12-05T15:31:07.013","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:53+00:00","2026-09-12T21:46:53+00:00"
"Restaurant_395000000A_001072","克林台包","臺南市","中西區","臺南市中西區府前路一段218號","(06)2222257","週一~週日08:00–21:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1072/","交通部觀光署: 2022-12-05T15:31:33+08:00 | 臺南旅遊網: 2022-12-05T15:31:33.733","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:54+00:00","2026-09-12T21:46:54+00:00"
"Restaurant_395000000A_001073","振來發囍餅蛋糕","臺南市","中西區","臺南市中西區民族路三段209號","(06)2224874","週一~週日08:00–20:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1073/","交通部觀光署: 2022-12-05T15:31:36+08:00 | 臺南旅遊網: 2022-12-05T15:31:36.533","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:55+00:00","2026-09-12T21:46:55+00:00"
"Restaurant_395000000A_001074","雙全紅茶","臺南市","中西區","臺南市中西區中正路131巷2號","(06)2288431","週一~週六11:00–18:00，週日休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1074/","交通部觀光署: 2022-12-05T15:31:39+08:00 | 臺南旅遊網: 2022-12-05T15:31:39.463","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:56+00:00","2026-09-12T21:46:56+00:00"
"Restaurant_395000000A_001075","順天冰棒","臺南市","中西區","臺南市中西區開山路151巷7-1號","(06)2135685","週一~週日09:00~21:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1075/","交通部觀光署: 2022-12-05T15:46:47+08:00 | 臺南旅遊網: 2022-12-05T15:46:47.22","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:57+00:00","2026-09-12T21:46:57+00:00"
"Restaurant_395000000A_001076","友誠蝦仁肉圓","臺南市","中西區","臺南市中西區開山路118號","(06)2244580","週一~週日09:45–20:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1076/","交通部觀光署: 2022-12-05T15:31:45+08:00 | 臺南旅遊網: 2022-12-05T15:31:45.737","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:58+00:00","2026-09-12T21:46:58+00:00"
"Restaurant_395000000A_001077","台南小南碗粿","臺南市","中西區","臺南市中西區府前路二段140號","(06)2243136","週一~週日09:30–16:00，週三休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1077/","交通部觀光署: 2022-12-05T15:31:42+08:00 | 臺南旅遊網: 2022-12-05T15:31:42.597","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:46:59+00:00","2026-09-12T21:46:59+00:00"
"Restaurant_395000000A_001079","阿霞飯店","臺南市","中西區","臺南市中西區忠義路二段84巷7號","(06)2224420","週二~週日11:00~14:00、17:00~20:00，週一休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1079/","交通部觀光署: 2022-11-30T12:00:03+08:00 | 臺南旅遊網: 2022-11-30T12:00:03.243","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:00+00:00","2026-09-12T21:47:00+00:00"
"Restaurant_395000000A_001080","阿美飯店","臺南市","中西區","臺南市中西區民權路二段98號","(06)2222848","週一~週日11:00~14:00、17:00~21:00，週二休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1080/","交通部觀光署: 2022-12-05T15:46:43+08:00 | 臺南旅遊網: 2022-12-05T15:46:43.253","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:01+00:00","2026-09-12T21:47:01+00:00"
"Restaurant_395000000A_001083","金華61鴉片綠豆蒜 - 台南安平總店","臺南市","安平區","臺南市安平區古堡街51-4號","(06)2235399","週一~週五11:30–18:00 週六~週日10:00–19:30","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1083/","交通部觀光署: 2022-12-05T15:40:22+08:00 | 臺南旅遊網: 2022-12-05T15:40:22.977","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:02+00:00","2026-09-12T21:47:02+00:00"
"Restaurant_395000000A_001087","修安扁擔豆花","臺南市","中西區","臺南市中西區國華街三段157號","(06)2261069","週一~週日08:00~22:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1087/","交通部觀光署: 2022-12-05T15:37:59+08:00 | 臺南旅遊網: 2022-12-05T15:37:59.253","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:03+00:00","2026-09-12T21:47:03+00:00"
"Restaurant_395000000A_001090","辛村籽滷味","臺南市","安平區","臺南市安平區平生路38-1號","(06)2213341","週二~週日09:30–14:00，週一休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1090/","交通部觀光署: 2022-12-05T15:46:40+08:00 | 臺南旅遊網: 2022-12-05T15:46:40.833","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:04+00:00","2026-09-12T21:47:04+00:00"
"Restaurant_395000000A_001092","阿輝炒鱔魚","臺南市","中西區","臺南市中西區西門路2段352號","(06)2215540","週一~週日14:30–20:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1092/","交通部觀光署: 2022-02-02T12:01:56+08:00 | 臺南旅遊網: 2022-02-02T12:01:56.323","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:05+00:00","2026-09-12T21:47:05+00:00"
"Restaurant_395000000A_001095","龍門客棧餐廳","臺南市","七股區","臺南市七股區中寮里8-41號","(06)7800658","週一~週五10:00–02:30 週六~週日10:00–21:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1095/","交通部觀光署: 2022-12-05T15:38:01+08:00 | 臺南旅遊網: 2022-12-05T15:38:01.63","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:06+00:00","2026-09-12T21:47:06+00:00"
"Restaurant_395000000A_001096","日勿rhalife - 赤崁糖原糖概念館","臺南市","中西區","臺南市中西區永福路二段184號","(06)2230209","週一~週五10:00–19:00 週六~週日09:00–21:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1096/","交通部觀光署: 2025-03-06T09:01:50+08:00 | 臺南旅遊網: 2025-03-06T09:01:50.51","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:07+00:00","2026-09-12T21:47:07+00:00"
"Restaurant_395000000A_001098","玉井區農會熱情小子芒果冰館","臺南市","玉井區","臺南市玉井區中正路139號","(06)5748552","","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1098/","交通部觀光署: 2024-07-16T08:38:42+08:00 | 臺南旅遊網: 2024-07-16T08:38:42.83","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:08+00:00","2026-09-12T21:47:08+00:00"
"Restaurant_395000000A_001102","蓮圃園蓮產品DIY觀光工廠","臺南市","白河區","臺南市白河區河東里99-1號","(06)6841188","週一~週日08:00~18:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1102/","交通部觀光署: 2022-12-05T15:46:33+08:00 | 臺南旅遊網: 2022-12-05T15:46:33.927","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:09+00:00","2026-09-12T21:47:09+00:00"
"Restaurant_395000000A_001103","牧大畜牧場（瑞牧二場）","臺南市","後壁區","臺南市後壁區新嘉里1-30號","(06)6623768","週一~週日08:00~17:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1103/","交通部觀光署: 2022-12-05T15:46:31+08:00 | 臺南旅遊網: 2022-12-05T15:46:31.137","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:10+00:00","2026-09-12T21:47:10+00:00"
"Restaurant_395000000A_001106","東山產業生產合作社","臺南市","東山區","臺南市東山區青山里青山37之1號","(06)6861037","週一~週日09:00-18:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1106/","交通部觀光署: 2022-12-05T15:46:29+08:00 | 臺南旅遊網: 2022-12-05T15:46:29.683","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:11+00:00","2026-09-12T21:47:11+00:00"
"Restaurant_395000000A_001107","芳榮米廠","臺南市","後壁區","臺南市後壁區頂長里長短樹1號","(06)6622149","週一~週六08:00–18:00，週日休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1107/","交通部觀光署: 2022-12-05T15:46:26+08:00 | 臺南旅遊網: 2022-12-05T15:46:26.563","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:12+00:00","2026-09-12T21:47:12+00:00"
"Restaurant_395000000A_001108","舊永瑞珍喜餅","臺南市","中西區","臺南市中西區永福路二段181號","(06)2223716","週一~週日09:00–21:00","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1108/","交通部觀光署: 2025-05-13T08:10:53+08:00 | 臺南旅遊網: 2025-05-13T08:10:53.377","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:13+00:00","2026-09-12T21:47:13+00:00"
"Restaurant_395000000A_001109","松稜.擔露駐在所","臺南市","中西區","臺南市中西區民族路二段405號","(06)2232376","週一~週日11:00–20:00，週二休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1109/","交通部觀光署: 2022-12-05T15:31:48+08:00 | 臺南旅遊網: 2022-12-05T15:31:48.03","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:14+00:00","2026-09-12T21:47:14+00:00"
"Restaurant_395000000A_001110","王家庄狀元粿","臺南市","中西區","臺南市中西區友愛街300號","(06)2233239","週一~週日13:30–18:30，週二~週三休息","已核對欄位","https://data.gov.tw/dataset/7779 | https://www.twtainan.net/zh-tw/shop/consume/1110/","交通部觀光署: 2022-12-05T15:31:50+08:00 | 臺南旅遊網: 2022-12-05T15:31:50.333","交通部觀光署: 2026-09-12T21:46:46+00:00 | 臺南旅遊網: 2026-09-12T21:47:15+00:00","2026-09-12T21:47:15+00:00"
